Uniprot ID,Gene Name,Log2 Ratio L/H NormalizedWTday01,Log2 Ratio L/H NormalizedWTday06,Log2 Ratio L/H NormalizedWTday12,Log2 Ratio L/H NormalizedWTday17,Log2 Ratio L/H NormalizedWTday22,Posterior Error Probability,Sequence Coverage (%),Sequence Length (Amino Acids)
Q20514;Q95QF9,,0.037206693,-0.161436266,-0.179383654,-0.411209283,-0.254352163,4.96E-107,25.2,623
Q20519,,NA,NA,NA,NA,NA,2.94E-24,19.4,284
Q20521,,NA,NA,NA,NA,NA,1.48E-13,23.8,206
Q20525,,NA,NA,NA,NA,NA,1.75E-11,18.2,181
Q20528,clec-79,NA,NA,NA,NA,NA,1.30E-13,5.7,575
Q20531,clec-78,NA,NA,NA,NA,NA,1.30E-07,4.1,391
Q20538,,NA,NA,NA,NA,NA,5.65E-08,3,744
Q20546,,0.193189283,-0.053667449,-0.007626092,0.112381152,-0.097610797,1.08E-46,17.6,204
Q20560,,NA,-0.054917919,0.183097247,-0.208891775,-1.193393282,3.19E-22,40.8,98
Q20574,syx-2,NA,NA,NA,NA,0.843810515,7.53E-13,11.7,299
Q20576,pqn-39,NA,NA,NA,NA,NA,1.91E-10,2.7,925
Q27GQ5;Q20584;Q27GQ6,,-0.618614553,-1.672923127,-0.213751646,-1.79792605,-1.949572284,2.01E-198,45.9,414
Q20585,rpn-7,-0.228110634,0.184293423,0.102635644,0.276624927,0.316240675,1.40E-166,36.8,410
Q20588,F49C12.11,-0.264236151,0.327456984,-0.194843512,NA,NA,3.05E-19,37.5,64
Q20590,,0.321116807,NA,0.54489771,NA,NA,3.47E-21,25.3,225
Q20591,vha-17,-0.105946212,-0.193708673,0.184129505,-0.021906077,-0.186754085,1.86E-05,20.9,86
Q20599,,0.3007149,NA,NA,NA,NA,2.12E-13,4.8,790
Q20603,scl-2,0.187296423,0.3957009,1.002223463,0.11211605,0.42310061,8.06E-49,32.4,207
Q20615,dod-23,-4.615239716,-0.63747114,2.391077238,2.923468268,2.701529364,7.39E-54,35.1,168
Q20616,,NA,0.622398672,2.9772132,3.595864195,4.53072248,2.29E-218,13.7,655
Q20624-2;Q20624,F49E2.1,NA,NA,NA,NA,NA,3.39E-07,10.3,389
Q20626;Q565D2;Q565D1;O45541;Q20625;O45544;Q6BEV6;D0VWM5;O45542;O45543;Q8I4I3,,0.503159322,-0.368712484,-0.454807592,-0.537246361,-0.743730376,0,60.2,1215
Q20627;Q4TT88,pam-1,-0.529870909,0.372766724,0.176103932,0.349823666,0.392989334,0,47.3,884
Q20628,cdd-2,-0.0614306,0.549873543,NA,0.133052469,-0.149779631,2.30E-89,43.4,166
Q20633,nprl-2,NA,0.001270131,-0.09085343,-0.123666196,0.120670638,1.56E-12,12,433
Q20634,,NA,0.285530264,0.234991509,NA,NA,5.81E-20,31.5,146
Q20636,gpb-2,-0.412076939,-0.671927385,-0.381283373,-0.564426949,-0.573471479,7.74E-76,22.2,356
Q20637,,NA,NA,NA,NA,NA,4.56E-55,30,110
Q20641,nmy-1,-0.317188278,0.042976917,0.462216904,0.73048803,0.759746738,0,57.9,1963
Q20643,,-1.710172748,0.331281768,0.676111173,0.929253478,0.906196466,5.49E-196,62.5,301
Q20644,,NA,0.595816225,0.670589329,0.534370257,0.648846617,8.50E-208,22,1425
Q20646;Q20646-2,cep-1,NA,NA,NA,NA,NA,2.37E-39,10.1,644
Q20647,rpl-25.2,0.080499733,0.213102585,0.148512791,0.117458676,0.074182828,2.37E-242,71.2,146
Q20655;Q95ZT1,ftt-2,-0.08024833,-0.502636117,-0.547647242,-0.323427718,-0.267955212,0,70.2,248
Q7JP52;Q20660,hsp-17,-0.944033813,-1.084744621,-0.808755717,-0.486147994,-0.725784775,5.94E-59,45.9,148
Q20666,vha-18,NA,NA,NA,1.350375345,1.378719386,3.32E-36,9.1,451
Q20675,,-0.916858765,-1.029417547,0.587142617,0.632025142,0.621488377,0,46.7,345
Q8WQF1;Q20676,pccb-1,-0.72368961,-0.260989139,0.142003086,-0.184470737,-0.366699889,0,38.3,522
Q20677,wrt-2,-0.160920188,NA,NA,NA,NA,1.59E-41,19.4,454
Q20678,sec-3,-0.227248184,-0.437227739,-0.15367565,0.042724265,-0.196984664,1.02E-42,18,848
Q20679,let-268,0.447072124,-0.678522677,-1.00252251,-1.037171338,-1.133826527,1.31E-126,33.7,730
Q20680,F52H3.2,NA,NA,NA,NA,NA,5.84E-13,7.8,638
Q20683,F52H3.5,-0.105007525,-0.55924706,-1.274768566,NA,NA,6.14E-70,46.4,179
Q20684,lec-2,-1.428892762,-0.411751629,-0.212880566,-0.040120917,0.098520991,0,46.5,1245
Q20693,,NA,NA,NA,NA,NA,4.38E-22,33.3,87
Q20696,F53B1.2,NA,NA,NA,NA,NA,0.00028714,2.7,483
Q20697,,0.904467101,NA,NA,NA,NA,1.27E-91,39.5,342
Q20709,tra-4,NA,NA,-0.867342995,-1.096734127,NA,1.39E-15,9.8,543
Q20713,,-1.831147604,-1.739848103,-2.555865225,NA,NA,6.43E-10,10.6,339
Q20716,,-0.045722536,-0.183073576,-0.518535139,-0.317535622,-0.157173094,1.05E-51,57.3,267
Q20719,F53F4.10,0.235840713,-0.005184376,-0.011209361,-0.371056968,-0.513389678,2.10E-130,59.8,239
Q20720,,0.569564844,0.087442103,-0.462366483,-0.782408565,-0.955833538,1.64E-230,54.5,543
Q20724,,-0.462575888,-0.721766366,-0.972325042,-0.706110557,NA,1.42E-43,28.1,114
Q20728,F53F4.3,-0.552180304,-0.13395801,0.162928692,0.503793334,0.59970254,3.33E-74,54.6,229
Q20736,apm-3,-0.134089481,-0.492212122,NA,-0.215864939,-0.456701031,1.18E-18,10.6,414
Q20737,,NA,NA,NA,NA,NA,7.14E-13,19.9,201
Q20738,,0.254100106,NA,NA,NA,NA,7.71E-08,24.2,99
Q20741,bra-1,NA,NA,NA,NA,NA,1.44E-09,15.8,183
Q20745;Q20745-2,unc-84,-0.870897309,-0.735522177,-0.435628594,-0.313942357,-0.21424917,1.92E-147,16,1111
Q20748,atad-3,0.550655211,0.015082595,-0.017066724,-0.022616379,-0.019203734,0,68.9,595
Q20751,iff-2,0.444419406,-0.147697444,-0.138814469,-0.452173687,-0.481608943,0,88.2,161
Q20752,stc-1,0.551839082,0.203020236,-0.286999397,-0.40152125,-0.290306435,1.09E-65,29.8,450
Q20753,,-1.107888695,-0.016353684,-0.42234066,-0.750435,-1.059355278,6.69E-43,77.8,81
Q20754,col-38,1.689752959,NA,NA,NA,NA,6.98E-24,11.5,287
Q58AA8;Q20755,bcs-1,0.299702339,NA,0.068105187,NA,NA,1.34E-14,7.3,396
Q20757,puf-5,-1.605162424,2.332280418,1.288663688,0.394448775,0.13306829,6.82E-147,33.8,553
Q20758,arl-1,NA,-0.342554745,0.320900541,NA,NA,2.45E-60,26.7,180
Q20760,,0.570892918,0.231786027,-0.211136827,-0.483054736,-0.379399163,1.58E-140,34.7,740
Q20762,F54D1.6,-0.244765308,-0.972692654,-0.487589248,-0.186120184,-0.03040671,1.24E-78,9.3,1423
Q20763,,NA,NA,NA,NA,NA,3.34E-05,5.4,278
Q20769,,NA,-0.018634174,0.169647309,0.225632503,0.110775689,1.71E-41,20.4,186
Q20770,,0.486711397,0.172684991,-0.813032078,-0.95188615,-0.217975141,2.97E-37,16.7,186
Q20771;Q5FC73,,NA,NA,NA,NA,NA,9.67E-16,8.2,427
Q20772,F54D5.7,-0.320542442,0.408722717,0.352105305,0.4170009,0.284194467,7.97E-45,15.9,409
Q20774,dnj-13,-0.05630606,0.101412397,0.123606824,0.234550121,0.43296085,1.67E-53,24.8,331
Q20778,dpy-17,NA,-1.06550338,-2.615604626,NA,-2.580531438,1.49E-23,4.8,352
Q20779,tag-174,-0.105543992,0.236656419,0.498708635,-0.040682059,-0.217354814,3.13E-115,67.2,128
Q20780;Q8IG19,alh-1,-0.539034703,0.078700785,0.224907306,-0.13211616,-0.24865627,0,59.4,510
Q20784,,NA,NA,NA,NA,NA,0.0006456,5,260
Q20789,,NA,NA,1.542458238,1.829818542,NA,1.83E-36,16.8,322
Q20790,,-2.086444109,-1.252052275,0.86157869,1.644081628,2.007753644,9.15E-95,39.7,189
Q20793,,NA,NA,1.060006195,NA,NA,1.39E-16,5.5,311
Q20796,,0.422443072,NA,0.329812287,0.157013125,0.170832381,1.97E-72,34.4,186
Q20797,syx-5,0.29984441,0.156578877,-0.160145725,-0.259905175,-0.260266587,1.05E-74,20.8,413
Q20798,sel-11,NA,NA,-0.227371423,NA,NA,0.00076093,1.8,610
Q20802,,NA,NA,NA,NA,NA,4.64E-19,4.8,395
Q21184;Q20805,col-155;col-154,NA,NA,2.251057949,1.84881659,1.78334027,4.38E-09,6,299
Q20815,ssp-35,1.516800764,NA,NA,NA,NA,4.73E-58,87.9,107
Q20818,capg-2,-1.720059527,-0.603786553,-0.219214996,-0.189033824,0.064932568,2.26E-159,24.9,1010
Q20819,tsfm-1,0.308197867,-0.421694581,-0.477470103,-0.327227468,-0.44763209,2.54E-193,47.5,316
Q20822,F55C5.8,0.233158933,-0.05630606,-0.186880831,-0.181547856,-0.273575566,0,58.5,622
Q20826,glit-1,NA,NA,NA,NA,NA,0.00029363,1.5,730
Q20829,aman-1,-0.579759427,0.282684399,0.97120456,1.262815133,1.221522258,2.19E-230,35.8,955
Q20840,,0.707877919,0.98167918,-0.116897018,-1.59091335,NA,2.13E-62,18.4,331
Q20846,,NA,NA,NA,NA,NA,9.62E-19,6,350
Q20847,,0.045773905,NA,NA,NA,NA,3.02E-12,14.2,309
Q20848,F55G1.9,NA,NA,-0.340733161,NA,NA,4.45E-79,36.5,299
Q20849,rod-1,-1.403922105,0.273099047,0.339418161,0.437623236,0.665065663,7.38E-199,20.1,2049
Q20854,,NA,NA,NA,NA,NA,4.65E-08,2.6,615
Q20864,,NA,NA,NA,1.015374195,NA,9.78E-12,6.3,446
Q20865,,0.251538767,0.314463459,0.85227651,0.074942437,0.141048249,8.93E-146,25.7,237
Q20871,,NA,NA,NA,NA,NA,5.94E-40,18.8,437
Q20874,,NA,NA,NA,NA,NA,1.03E-56,19.1,451
Q20875,F56D2.6,-0.29207495,-0.226755123,-0.278103728,-0.185486004,-0.067501049,1.95E-179,42.1,739
Q20877,,0.659540276,NA,NA,NA,NA,1.41E-146,11.3,441
Q20881,,-0.170181458,-0.748547105,-0.157949154,-0.281905924,-0.66712006,1.31E-91,28.7,449
Q20883,,0.581928819,-0.737340646,-0.411100789,NA,-1.115499413,8.56E-26,17.6,449
Q20893,cdo-1,0.200547921,0.807149353,-0.302289802,-1.017921908,-1.200441577,1.68E-21,35.8,190
Q20898,ifet-1,-0.713343895,1.232768963,1.261707737,1.106560123,0.910149354,0,57.3,761
Q20909,,NA,NA,NA,NA,NA,3.00E-06,35.1,57
Q20911,ZC116.3,NA,-0.45817199,0.052969779,0.435007323,0.102434279,5.02E-27,2.1,4047
Q20921;Q20922,col-160;col-159,NA,NA,NA,NA,NA,2.14E-07,8.5,317
Q20924,sun-1,-0.764431087,0.565481188,1.010366854,0.86604199,1.006651708,4.73E-53,28.1,473
Q20930,mig-17,NA,NA,NA,NA,NA,0.00039439,2.2,509
Q20932,byn-1,0.39353882,0.038732296,-0.111298453,-0.296075575,-1.107353098,3.02E-138,35.4,449
Q20935,,NA,NA,NA,NA,NA,1.62E-195,33.1,363
Q20936,abu-13,1.593964088,NA,NA,NA,NA,4.60E-100,25.9,370
Q20937,let-711,-0.467801156,0.233192849,0.346114511,0.416711997,0.335772043,0,25.4,2527
Q20938-2;Q20938,rpn-6.1,-0.273933569,0.013931347,0.074091702,0.134508714,0.128787176,4.75E-258,49.5,420
Q20939,F57B9.1,-0.188021051,-0.304277388,NA,-0.215616477,-0.648833548,2.84E-59,53.1,226
Q20940,,NA,NA,NA,NA,NA,1.89E-05,4,556
Q20943,mrp-2,-0.292663973,-0.424922088,0.060893809,0.34749056,0.764812137,6.64E-91,15.6,1525
Q20947,bet-2,-1.030618586,-1.322735778,-1.26068812,-0.710966189,-0.470510835,3.85E-139,27.5,1209
Q20950,,1.240281689,0.974375818,-1.28534303,-0.279174108,-2.021479727,8.08E-141,45.3,351
Q20959,,0.462614466,-0.234869152,-0.232783534,-0.83017418,-1.675454648,1.78E-15,32,278
Q20964;O61518,lys-4,1.595620004,NA,NA,NA,NA,3.87E-151,44.9,214
Q20965,,0.104464705,-0.029841557,0.190536163,0.494942416,0.640748728,1.12E-33,19,410
Q20966,,-0.483467554,-0.586596629,NA,0.178257136,NA,7.80E-31,17.8,371
Q20967,lys-5,NA,NA,NA,NA,NA,3.31E-19,8.8,215
Q20969,,0.639849264,0.176413665,-0.086104371,-0.128293401,-0.611927767,3.43E-62,21.1,601
Q20970;D3YT55,mrs-1;mars-1,-0.243790925,0.237183474,0.362584506,0.523753126,0.491997373,0,51.4,917
Q20974,,2.730248678,1.193667693,0.882198587,0.467673065,-0.028852006,1.32E-188,60,423
Q20977,stat-b,NA,-0.337654011,NA,NA,NA,9.48E-26,10.1,567
Q20988,,NA,NA,NA,NA,NA,3.67E-07,9.9,314
Q20990,,-0.107687869,-0.362778454,-0.123136427,-0.379731849,-0.517225293,5.97E-114,51.6,322
Q20992,,-0.175939705,-0.133432007,0.146818718,0.370508152,-0.011495639,5.45E-108,23.5,667
Q21000,myo-5,-0.09017595,-0.720190894,-0.995520699,-1.095856924,-0.810730997,0,49.2,1974
Q21004,amph-1,-0.263635404,-0.312316654,-0.219091058,-0.217230716,-0.21896711,5.75E-185,39.3,461
Q21012,F58H1.3,-0.217851097,0.049889971,-0.048236186,-0.228480098,-0.443818797,5.13E-100,50.8,248
Q21017,kin-29,-0.170566057,NA,NA,NA,-0.462471189,1.07E-54,10.8,822
Q21018,cri-3,0.435690126,-0.147176427,-0.443182267,-0.06474492,-0.036327492,8.58E-66,29.7,236
Q21019,,NA,NA,NA,NA,NA,5.68E-06,28.5,123
Q21021;Q86G90,npp-9,-0.40042863,0.057376652,0.17744115,0.223390631,0.273186217,0,73.7,860
Q86MP4;Q21024,rnh-1.0,0.471768767,-1.261470639,-0.835600745,-0.8366513,-0.974529312,2.07E-65,61.7,154
Q21025,,NA,0.258839383,0.740504534,NA,0.542857524,9.08E-229,31.6,1286
Q21029,nsy-1,-0.023752136,NA,-1.716639778,-0.961845549,NA,1.14E-87,10.2,1498
Q21032,idh-1,0.398341512,-0.099227866,-1.189792938,-1.375567743,-1.539729571,0,84.2,412
Q21036,,NA,NA,NA,NA,NA,4.44E-09,9.8,519
Q21037,orc-2,-1.562718664,-0.18027519,0.498260245,0.483500673,0.595467406,2.07E-47,15.6,430
Q21038,ver-3,-0.79585005,-0.041523362,0.0503082,-0.12154595,-0.313013609,2.76E-93,19.5,1227
Q21049,syd-2,NA,NA,NA,NA,NA,4.72E-38,15.1,1139
Q21053,vps-35,-0.487280529,0.136473807,0.177180132,0.299364976,0.335717421,1.25E-166,33.9,821
Q21059,hch-1,-3.254533577,-1.829118896,-1.316435411,NA,-1.514602026,5.53E-08,5.5,605
Q21065,ifa-3,-1.551688269,-1.135140816,-1.631290575,-1.605209844,-1.976363636,1.54E-297,36.3,581
Q21067;Q21067-2,ifc-2,-0.917851804,-1.176003557,-0.761710784,-0.48357074,-0.383718115,8.42E-156,22.2,622
Q21069,,NA,NA,NA,NA,NA,1.46E-41,22.7,229
Q21080,,0.090403524,0.31935158,-0.963178156,-1.708143082,-1.523511774,1.46E-143,35.5,499
Q21083,mrpl-10,0.374841751,-0.267715562,-0.376179232,-0.077926579,-0.345623464,3.35E-32,15.9,239
Q21084,,NA,NA,0.197781963,-0.713871743,NA,1.69E-08,8.4,296
Q21086,nst-1,0.352418392,0.040393038,-0.394953085,-0.656359073,-0.902266569,0,55.2,556
Q21087;Q95ZS2,tdc-1,NA,0.556520651,NA,0.520603859,NA,2.06E-71,13.2,650
Q21096,,-0.620117165,0.268364901,0.459675094,0.456741698,0.506926579,4.92E-28,19.8,499
Q21097;G5EBH4,cdr-7,NA,NA,1.077071473,NA,NA,8.96E-24,14.3,280
Q21105,,NA,NA,NA,NA,NA,9.43E-11,17,329
Q21106,dcaf-1,0.416480916,0.034588787,0.324310508,0.405967473,0.331735614,2.03E-121,12.6,1701
Q21109,K02A11.3,-1.669525725,-0.935233425,0.971544005,1.973072493,2.201708883,6.56E-79,21.8,307
Q21115,sec-12,0.333734235,-0.22527493,0.105054218,0.011224438,0.034012598,1.27E-116,27.5,425
Q21121,mcu-1,-0.509949146,-0.697417994,0.053179325,0.245283494,-0.434774991,3.21E-84,19.5,333
Q21122,K02B2.1,-0.423954594,NA,NA,NA,NA,3.68E-151,43.3,457
Q21137,,NA,NA,NA,-1.078814748,NA,4.22E-09,15.1,218
Q21151,,-0.335254565,-0.043764442,0.248553418,0.345692786,0.149856678,3.80E-75,50.6,156
Q21152,far-8,0.407937702,-0.543891766,0.182360372,-0.380729449,-0.63784206,6.91E-151,65.1,232
Q21153,K02F3.2,-0.348005741,-0.321697245,-0.05630606,-0.263395035,-0.451751815,0,41.7,707
Q21154,moma-1,0.004392473,0.020018585,-0.01235413,-0.196481149,-0.219462839,1.98E-96,68.7,201
Q21155,rnp-5,NA,NA,NA,NA,NA,4.30E-14,4.8,289
Q21164,lron-7,-0.011924948,0.430956174,0.086936354,-0.752406071,-0.863859179,1.67E-87,24.6,586
Q21166,sur-5,0.279196218,0.467593265,-1.895108698,-2.20761178,-2.058524312,4.07E-300,46.6,700
Q21172;Q95ZS0,taf-10,NA,-0.284514133,-0.287235865,NA,-0.871528271,1.68E-34,34.7,176
Q21173,,-0.627420069,NA,0.222161609,NA,0.639826784,1.50E-64,30,150
Q21174,,-0.21263159,-0.047817548,0.200000934,0.557475776,0.373121697,2.85E-53,29.9,388
Q21182,,NA,NA,NA,0.513419478,NA,1.24E-18,11.2,331
Q7Z136;Q21187,fkh-9,NA,NA,NA,NA,NA,7.60E-05,4.6,280
Q21193,pfn-3,0.334934738,0.027969116,0.151826775,0.500666879,0.478486871,6.13E-284,99.2,126
Q21201,,NA,NA,NA,NA,NA,1.20E-29,12.6,143
Q21209,brd-1,NA,0.190338611,0.084073787,0.549071189,NA,1.80E-41,20.5,702
Q21210,,0.716813093,0.056551212,-0.275364696,-0.669480372,-0.972692654,1.51E-242,45.8,990
Q21215,rack-1,0.068952398,0.199305068,0.053508673,-0.044324169,-0.020199923,0,63.7,325
Q21217,gta-1,-0.004753055,0.301354778,0.400625071,-0.232169543,-0.530969649,0,70,483
Q21219,pept-1,0.548100516,0.074547391,-0.19761381,-0.95925084,-1.042224074,5.94E-189,17.2,835
Q21221,aho-3,NA,NA,NA,NA,NA,3.29E-15,9.3,332
Q21222,cdc-48.3,-0.196103398,0.244565446,0.111523644,0.643360349,1.090741482,8.11E-97,20,724
Q21224,ath-1,-0.517225293,0.071951891,0.052999712,0.259374606,0.322757883,3.03E-133,38.6,223
Q21225,vacl-14,-0.617768646,0.084196133,0.239429868,0.267409514,0.311560002,1.03E-100,21,694
Q21228,,0.167409693,0.251229651,NA,-0.034215715,-0.016068369,2.45E-30,25,208
Q21229,,NA,NA,NA,NA,NA,1.91E-07,9.7,319
Q21230,K04G2.1,0.209277999,0.080026911,0.024399159,0.291521384,0.207544411,2.51E-231,73.6,250
Q21233;Q8MQ11,nuo-4,0.043809495,-0.227124934,-0.211136827,-0.451013243,-0.531069493,2.40E-228,44,436
Q21243,acdh-8,2.039013895,NA,NA,NA,NA,6.57E-115,28.9,412
Q21246,,NA,NA,NA,NA,NA,2.50E-64,13.3,218
Q21253,gsnl-1,-0.036327492,-0.154453593,0.084196133,0.1938492,0.191573759,2.26E-141,42.3,475
Q21265,tag-225,-1.339308445,-0.162081103,0.494617151,1.541912025,1.668822206,2.08E-22,31.6,158
Q21266,,-0.8175414,-0.637192887,-0.926075348,-1.200441577,NA,7.06E-41,13.8,571
Q21267,,-3.350497247,0.049456933,1.105969993,1.715485867,1.904764188,4.71E-23,34.4,154
Q21268,K07C11.7,-1.477729129,0.171823394,-0.076969476,0.230346727,0.125824697,3.36E-124,39,290
Q21269,,NA,NA,NA,NA,NA,2.27E-12,12.9,132
Q21270,cogc-6,0.176788694,-0.431248532,-0.238664592,-0.508631478,-0.285816472,8.68E-92,29.4,642
Q21274,,-0.653518671,-0.45785691,-0.278460609,0.108938615,0.02991206,2.62E-141,59.5,301
Q21275,,-0.42878559,-0.236706902,-0.020057652,0.179432967,0.441497243,3.05E-117,34.1,493
Q21276,K07C5.4,0.483561187,-0.00604663,-0.115965432,-0.31684085,-0.411317768,0,69.5,486
Q21278,K07C5.6,-0.415217825,-0.229341813,-0.410015403,-0.365356597,-0.381837084,1.26E-60,29.4,647
Q21279,ttll-15,0.894080599,NA,NA,NA,NA,3.37E-23,12.7,513
Q21281,mup-4,0.602854203,0.064494992,0.186951499,0.478687893,0.689427205,0,29.7,2104
Q21284,,-0.799999066,0.075352792,0.120623582,-0.059216817,-0.358846331,0,50.9,640
Q21285,dao-3,-0.117960953,0.043541829,0.254203342,-0.275126274,-0.501209824,8.19E-190,36.6,303
Q21286-2;Q21286,K07E3.7/K07E3.6,0.479834253,NA,-0.168000125,NA,NA,7.70E-12,8.9,1174
Q21287,,NA,NA,NA,NA,NA,2.06E-05,3.9,750
Q21288,,NA,NA,NA,NA,NA,2.52E-34,8.8,1061
Q21289;O01829,ssp-10;ssp-19,NA,NA,NA,NA,NA,3.14E-104,83.5,109
Q21294,ssq-1,NA,NA,NA,NA,NA,1.93E-170,24.5,290
Q21298,,0.51060093,NA,NA,NA,NA,2.39E-24,23.2,422
Q21301,crml-1,-1.079975377,-0.409146506,-0.096936483,0.539037314,0.464962318,1.05E-60,18.2,998
Q21302,xpa-1,NA,-0.54823932,-0.090040415,0.002888279,NA,2.69E-20,19.1,241
Q21304,,NA,NA,NA,NA,NA,6.19E-06,4.3,348
Q8IG08;Q21305,sox-2,NA,NA,NA,NA,NA,2.97E-05,6.5,199
Q21306,coh-1,-1.066881379,-1.217727042,-0.936892302,-0.523863009,-0.524264315,6.82E-55,20.1,652
Q21307;Q7Z1P1,mek-1,-1.448795255,0.090403524,0.217557884,0.482311087,0.583895301,1.07E-157,29.7,347
Q21322,rnp-2,-0.406101238,-0.086783766,-0.123268887,-0.144437998,-0.071076162,2.89E-83,65.5,206
Q21323,rnp-3,-0.319502329,-0.103396924,0.109296505,0.604827494,0.245591338,7.00E-95,44.7,217
Q21324,dnj-15,0.303098109,-0.106750315,-0.05963216,NA,NA,2.42E-39,45,211
Q21327,,NA,NA,NA,NA,NA,5.85E-24,5.7,334
Q5CZ41;Q5CZ40;Q21330;Q5CZ42,,NA,NA,NA,NA,NA,7.44E-17,9.5,431
Q21334,,NA,NA,0.987102422,1.454387408,1.329304666,3.23E-09,9.2,282
Q21336,,-0.106214296,0.11775607,0.372001026,0.401672911,0.482230473,5.44E-28,25.6,234
Q21338,spt-5,-0.524665509,-0.308826824,-0.232660757,0.01568044,-0.074368422,8.09E-250,33.3,1208
Q21342,eak-7,-0.921740986,-0.060324133,0.137235207,0.345802789,0.442614419,3.71E-103,48.6,399
Q21344,,NA,NA,NA,NA,NA,4.30E-06,1.8,1221
Q21347;Q2EEN9,,NA,NA,NA,NA,NA,4.27E-11,20.5,176
Q21350,,-0.894759569,-0.245252252,0.226324309,0.265500636,NA,3.59E-28,14.9,850
Q21351,,-0.173127433,0.227083991,0.027733785,0.097023451,0.130270699,0,43.6,473
Q21352,,-0.502432447,0.959822959,1.296757519,1.177718534,1.169063249,4.17E-58,29.1,182
Q21353,glt-3,NA,NA,NA,NA,NA,6.77E-05,3,532
Q21354,,NA,NA,NA,NA,NA,7.59E-26,13,215
Q21355,gst-4,0.392648379,0.720207811,0.819801206,1.039221423,1.020457507,1.93E-87,36.2,207
Q8I117;Q65ZB7;Q21360,mak-1,NA,NA,NA,NA,NA,6.66E-25,6.2,336
Q21392,,0.447918089,-0.046002047,-0.530869798,-0.790855428,-0.916017966,6.82E-148,51.9,210
Q21407;G4S033,K10B3.6,-0.60833615,-0.061983516,0.027116225,0.312043506,NA,1.01E-12,7,757
Q21408;G4S034,spc-1,-0.370164281,-0.492314685,-0.170053235,-0.05004888,0.087012971,0,59.9,2427
Q21417,taf-11.2,NA,NA,NA,NA,NA,2.60E-36,9.2,327
Q21418,,0.349768509,-2.543372148,-2.874246139,NA,NA,1.09E-109,9.1,922
Q21430;E3W735,pix-1,-0.161436266,-0.59645814,-0.546165985,-0.326997465,-0.591679417,1.54E-102,29.4,646
Q21432;Q21432-2,nas-11,-1.896853073,0.675949819,2.398740874,2.172473608,2.012693688,0,54.6,579
Q21433,smf-2,NA,NA,NA,NA,NA,7.55E-08,3.2,465
Q21435;Q2L6Y0,,NA,NA,NA,NA,NA,3.47E-12,10.3,503
Q21436,npp-3,-0.445408894,-0.113167057,-0.099766486,-0.123533772,-0.128161401,4.19E-218,18.5,1696
Q21443,lmn-1,-0.320426911,-0.532865503,-0.351176003,0.040823363,0.236452449,0,75.4,566
Q21444,cogc-2,0.134461205,-0.052694111,0.009030622,-0.037171338,-0.252052275,1.77E-123,35.4,681
Q21446-3;Q21446-2;Q21446,lin-14,NA,-1.409961112,-2.854873369,NA,NA,5.16E-08,4.9,515
Q21452,M01F1.3,0.212049395,-0.534061602,-0.110229592,-0.592827755,-1.162661211,1.50E-42,24.9,354
Q5CZ47;Q21453,,-0.488617835,-0.287235865,0.217440463,0.190486773,0.179416629,7.89E-41,10.4,807
Q21454,mrpl-35,NA,-0.279887255,NA,NA,NA,1.44E-12,30.4,158
Q21461,,NA,NA,NA,-2.002450499,-3.399581281,1.47E-08,5.5,915
Q21463;Q65ZI9;Q8IG01;REV__O44584,asns-2,-1.506703487,-0.01235413,-1.556110553,-2.485375301,-2.47848004,1.96E-235,56.4,567
Q21465,,0.449414498,0.210245713,0.062911775,-0.137896932,-0.277389699,1.73E-282,72.1,197
Q21469,,NA,0.606100602,NA,NA,NA,2.01E-08,11.6,250
Q21471,clec-265,0.905682844,NA,-0.759922794,NA,NA,1.11E-28,13,322
Q21473,aqp-7,0.009698583,-0.109293689,-0.947853143,-1.155878733,-1.015568932,5.15E-36,15.1,291
Q21480,atg-2,-0.126972856,NA,NA,-0.382058509,NA,2.40E-91,7.7,2275
Q21481,dhs-28,0.427401325,-0.479644475,-0.388685507,-0.803475043,-0.945682608,2.16E-291,58.7,436
Q21484,hat-1,-1.950244434,-0.599984232,-0.084608575,0.240537333,0.384866242,1.03E-115,30.2,411
Q21486,prp-3,-0.381283373,-0.182946495,-0.119688175,0.103890936,0.122522722,6.22E-119,37.5,621
Q21501,gfl-1,NA,-0.438079892,-0.494057132,-0.018776585,0.0929863,1.82E-23,32.7,211
Q21502,mep-1,-0.930018176,-0.577634265,-0.89110806,-0.626672753,-0.529770982,1.76E-236,37.2,870
Q21504,,0.426916369,0.097826063,-0.39088776,0.03904354,-0.618426617,3.63E-35,18.8,527
Q21515,,-0.814673463,0.165321141,0.587381041,0.532804005,0.807098866,1.45E-45,25.7,417
Q21523,lact-4,-0.857582955,-0.10057404,0.493905888,-0.089633736,-0.408168371,1.62E-40,28,429
Q21525,,-0.049770152,0.112708699,0.193618195,-0.012640181,-0.235481995,7.59E-77,35.4,161
Q21526,gbh-2,NA,-0.304861451,0.543130784,0.58512842,0.48430773,1.23E-56,22.5,409
Q21528,col-76,NA,NA,NA,NA,NA,9.98E-08,2.8,499
Q7JMF0;Q21531;B5BM23;B5BM24;B5BM25,ifg-1,0.143707448,0.199967789,-0.02644598,-0.058385771,-0.154971988,0,51.7,1155
Q21541,,-0.076285443,0.184670506,0.185047688,0.072528265,-0.064882852,3.29E-131,66.5,209
Q21544,,0.972506198,-1.260808535,-1.470510835,-1.570414355,-1.749362636,1.64E-81,53,279
