Uniprot ID,Gene Name,Log2 Ratio L/H AgWTD01.1,Log2 Ratio L/H AgWTD01.2,Log2 Ratio L/H AgWTD01.3,Log2 Ratio L/H AgWTD01.4,Log2 Ratio L/H AgWTD12.1,Log2 Ratio L/H AgWTD12.2,Log2 Ratio L/H AgWTD12.3,Log2 Ratio L/H AgWTD12.4,log abs.LFQ AgWTD01.1,log abs.LFQ AgWTD01.2,log abs.LFQ AgWTD01.3,log abs.LFQ AgWTD01.4,log abs.LFQ AgWTD12.1,log abs.LFQ AgWTD12.2,log abs.LFQ AgWTD12.3,log abs.LFQ AgWTD12.4,Posterior Error Probability,Sequence Coverage (%),Sequence Length (Amino Acids),log abs.LFQ AgWTD01.1 Corrected,log abs.LFQ AgWTD01.2 Corrected,log abs.LFQ AgWTD01.3 Corrected,log abs.LFQ AgWTD01.4 Corrected,log abs.LFQ AgWTD12.1 Corrected,log abs.LFQ AgWTD12.2 Corrected,log abs.LFQ AgWTD12.3 Corrected,log abs.LFQ AgWTD12.4 Corrected
Q21025,,NA,-1.867422075,NA,NA,0.89001101,0.860190009,0.979003621,0.941198646,4.131105162,4.637519749,NA,NA,6.291080113,6.070997797,5.718559812,5.526235862,9.08E-229,31.6,1286,3.736166904,4.337507294,NA,NA,5.903241269,5.570173778,5.977487335,5.791304793
Q21029,nsy-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.14E-87,10.2,1498,NA,NA,NA,NA,NA,NA,NA,NA
Q21032,idh-1,1.476578557,1.25459915,NA,NA,0.264460493,0.406101287,NA,0.163995105,6.243707587,5.789383261,4.734143493,NA,5.319106059,5.526326352,NA,4.5649145,0,84.2,412,5.848769329,5.489370806,5.052109277,NA,4.931267216,5.025502332,NA,4.829983431
Q21036,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.44E-09,9.8,519,NA,NA,NA,NA,NA,NA,NA,NA
Q21037,orc-2,NA,NA,NA,NA,0.672128718,0.382080934,NA,NA,NA,NA,NA,NA,5.518184804,5.510035354,NA,NA,2.07E-47,15.6,430,NA,NA,NA,NA,5.130345961,5.009211334,NA,NA
Q21038,ver-3,NA,NA,NA,NA,NA,NA,NA,NA,3.860493726,3.68038991,NA,NA,4.362388217,4.07754958,NA,3.590919818,2.76E-93,19.5,1227,3.465555468,3.380377455,NA,NA,3.974549373,3.576725561,NA,3.85598875
Q21049,syd-2,NA,NA,NA,NA,NA,NA,NA,NA,5.494126754,NA,4.401658972,NA,NA,NA,NA,NA,4.72E-38,15.1,1139,5.099188496,NA,4.719624756,NA,NA,NA,NA,NA
Q21053,vps-35,-0.765195249,-1.508175081,-1.605826168,-1.275364696,0.863782359,0.409182437,0.541324027,0.630930015,5.510384131,5.538171423,4.712178118,4.63942672,6.510357312,6.202024895,5.833427623,5.753146247,1.25E-166,33.9,821,5.115445872,5.238158968,5.030143902,5.341600844,6.122518468,5.701200876,6.092355145,6.018215179
Q21059,hch-1,NA,-0.660381035,NA,NA,NA,NA,NA,NA,5.445027875,5.423458872,NA,NA,NA,5.630295634,NA,NA,5.53E-08,5.5,605,5.050089617,5.123446417,NA,NA,NA,5.129471615,NA,NA
Q21065,ifa-3,NA,NA,NA,NA,NA,NA,NA,NA,5.533199907,5.311944485,NA,NA,5.978810267,NA,NA,NA,1.54E-297,36.3,581,5.138261649,5.01193203,NA,NA,5.590971423,NA,NA,NA
Q21067;Q21067-2,ifc-2,-0.665483733,-0.675273972,-0.651958653,-0.659741927,0.013508968,-0.011495639,0.01241718,0.284844635,7.958109763,7.786453275,7.385266569,6.988260109,8.292477594,8.298328988,7.480524337,7.425093834,8.42E-156,22.2,622,7.563171505,7.486440819,7.703232353,7.690434234,7.90463875,7.797504969,7.739451859,7.690162766
Q21069,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.46E-41,22.7,229,NA,NA,NA,NA,NA,NA,NA,NA
Q21080,,1.442379152,0.846479989,NA,NA,NA,NA,NA,NA,5.072176344,5.666967018,NA,NA,NA,NA,3.983860734,NA,1.46E-143,35.5,499,4.677238086,5.366954563,NA,NA,NA,NA,4.242788256,NA
Q21083,mrpl-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.35E-32,15.9,239,NA,NA,NA,NA,NA,NA,NA,NA
Q21084,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.69E-08,8.4,296,NA,NA,NA,NA,NA,NA,NA,NA
Q21086,nst-1,1.013421594,1.228942677,0.600424188,0.842749281,0.581950415,0.458346399,0.640951184,0.590918682,6.258373849,6.250785827,5.479330528,5.13522809,6.069963938,6.15405861,5.249027053,4.775697808,0,55.2,556,5.863435591,5.950773372,5.797296311,5.837402215,5.682125094,5.653234591,5.507954575,5.040766739
Q21087;Q95ZS2,tdc-1,-0.736388401,NA,NA,NA,0.953774384,1.139648963,NA,NA,4.458169314,NA,NA,NA,5.206394064,5.609775772,NA,NA,2.06E-71,13.2,650,4.063231056,NA,NA,NA,4.818555221,5.108951753,NA,NA
Q21096,,NA,NA,NA,NA,NA,NA,NA,NA,4.53048145,NA,NA,NA,NA,NA,NA,NA,4.92E-28,19.8,499,4.135543192,NA,NA,NA,NA,NA,NA,NA
Q21097;G5EBH4,cdr-7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.96E-24,14.3,280,NA,NA,NA,NA,NA,NA,NA,NA
Q21105,,2.039191775,2.19759996,NA,NA,NA,NA,NA,NA,5.946034473,5.829927422,NA,5.441129321,4.518421807,NA,5.336599806,NA,9.43E-11,17,329,5.551096215,5.529914967,NA,6.143303445,4.130582963,NA,5.595527328,NA
Q21106,dcaf-1,1.076006562,0.790758765,NA,NA,NA,0.226121795,NA,NA,5.339650158,4.75521911,NA,NA,NA,5.021272014,3.228939042,3.134909879,2.03E-121,12.6,1701,4.944711899,4.455206654,NA,NA,NA,4.520447995,3.487866565,3.399978811
Q21109,K02A11.3,-2.057588903,NA,NA,NA,0.161040168,0.724349249,NA,NA,5.039295118,NA,NA,NA,5.601582004,5.963787827,4.440720217,NA,6.56E-79,21.8,307,4.64435686,NA,NA,NA,5.213743161,5.462963808,4.69964774,NA
Q21115,sec-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.27E-116,27.5,425,NA,NA,NA,NA,NA,NA,NA,NA
Q21121,mcu-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.21E-84,19.5,333,NA,NA,NA,NA,NA,NA,NA,NA
Q21122,K02B2.1,NA,NA,NA,NA,0.862470246,NA,NA,NA,NA,NA,NA,NA,5.368249685,NA,NA,NA,3.68E-151,43.3,457,NA,NA,NA,NA,4.980410841,NA,NA,NA
Q21137,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.22E-09,15.1,218,NA,NA,NA,NA,NA,NA,NA,NA
Q21151,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.80E-75,50.6,156,NA,NA,NA,NA,NA,NA,NA,NA
Q21152,far-8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.91E-151,65.1,232,NA,NA,NA,NA,NA,NA,NA,NA
Q21153,K02F3.2,1.326515939,0.335535364,NA,NA,0.422172409,0.018191176,NA,NA,5.516151809,5.113709438,NA,4.295435142,4.838716894,5.996472269,NA,NA,0,41.7,707,5.121213551,4.813696983,NA,4.997609267,4.45087805,5.495648249,NA,NA
Q21154,moma-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.472024698,NA,NA,NA,1.98E-96,68.7,201,NA,NA,NA,NA,4.084185854,NA,NA,NA
Q21155,rnp-5,1.163203299,NA,NA,NA,NA,NA,NA,NA,5.933461979,NA,5.260262245,NA,NA,NA,NA,NA,4.30E-14,4.8,289,5.53852372,NA,5.578228028,NA,NA,NA,NA,NA
Q21164,lron-7,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.546394583,NA,NA,NA,NA,NA,NA,1.67E-87,24.6,586,NA,4.246382128,NA,NA,NA,NA,NA,NA
Q21166,sur-5,3.109919135,3.290815254,2.988504361,3.994033825,0.82480118,0.500687291,0.424629575,0.178730619,6.636838801,6.76404904,6.197721522,6.15582169,5.92060329,5.789228057,4.885474303,4.787432135,4.07E-300,46.6,700,6.241900543,6.464036585,6.515687306,6.857995814,5.532764447,5.288404038,5.144401825,5.052501066
Q21172;Q95ZS0,taf-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.68E-34,34.7,176,NA,NA,NA,NA,NA,NA,NA,NA
Q21173,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.50E-64,30,150,NA,NA,NA,NA,NA,NA,NA,NA
Q21174,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.028408565,5.192455939,NA,NA,2.85E-53,29.9,388,NA,NA,NA,NA,4.640569722,4.691631919,NA,NA
Q21182,,0.221909199,NA,NA,NA,NA,NA,NA,NA,5.83559546,6.068260094,4.838483878,4.623404368,NA,5.889800155,4.979225037,5.012204296,1.24E-18,11.2,331,5.440657202,5.768247639,5.156449662,5.325578492,NA,5.388976135,5.23815256,5.277273228
Q7Z136;Q21187,fkh-9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.60E-05,4.6,280,NA,NA,NA,NA,NA,NA,NA,NA
Q21193,pfn-3,NA,-1.242876843,NA,NA,NA,0.0476217,0.167182882,0.969452036,5.008344629,5.368621544,4.243509313,NA,5.132067481,5.729399699,5.239424618,5.250566369,6.13E-284,99.2,126,4.613406371,5.068609089,4.561475096,NA,4.744228638,5.22857568,5.49835214,5.515635301
Q21201,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.20E-29,12.6,143,NA,NA,NA,NA,NA,NA,NA,NA
Q21209,brd-1,NA,NA,NA,NA,1.185703891,NA,NA,NA,NA,NA,NA,NA,4.960323292,NA,NA,NA,1.80E-41,20.5,702,NA,NA,NA,NA,4.572484449,NA,NA,NA
Q21210,,1.032713325,0.288082258,0.404248114,NA,0.856162543,-0.059078342,0.281070724,0.432941374,5.853582628,5.706956621,4.239499684,3.17768076,5.379595555,5.247113642,4.471012851,4.550424047,1.51E-242,45.8,990,5.45864437,5.406944166,4.557465468,3.879854884,4.991756711,4.746289622,4.729940374,4.815492979
Q21215,rack-1,-0.406101238,-0.767739536,-0.473007568,-0.38603836,0.554654676,0.436099963,0.5325953,0.555863043,7.177796133,7.090011024,6.602981888,6.502413463,7.797191342,7.763435481,6.954739251,6.951658021,0,63.7,325,6.782857875,6.789998569,6.920947672,7.204587587,7.409352499,7.262611462,7.213666773,7.216726952
Q21217,gta-1,-0.558463573,-0.799833335,-1.033792989,NA,0.651042449,0.322397047,0.671944824,0.647422247,5.589893776,5.591587672,4.7532919,NA,6.396774537,6.351042206,5.216139501,5.203005675,0,70,483,5.194955518,5.291575217,5.071257684,NA,6.008935693,5.850218186,5.475067023,5.468074606
Q21219,pept-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.625384484,NA,5.94E-189,17.2,835,NA,NA,NA,NA,NA,NA,3.884312007,NA
Q21221,aho-3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.29E-15,9.3,332,NA,NA,NA,NA,NA,NA,NA,NA
Q21222,cdc-48.3,NA,NA,-0.143915803,NA,NA,NA,-1.154064674,NA,NA,4.089693209,4.636908948,NA,4.984662306,4.538284611,5.90711026,4.287107199,8.11E-97,20,724,NA,3.789680754,4.954874732,NA,4.596823463,4.037460591,6.166037782,4.552176131
Q21224,ath-1,NA,NA,NA,NA,NA,NA,NA,NA,5.055187139,NA,NA,NA,NA,NA,NA,NA,3.03E-133,38.6,223,4.66024888,NA,NA,NA,NA,NA,NA,NA
Q21225,vacl-14,NA,-0.678432534,NA,NA,0.968068481,NA,NA,NA,4.90330708,5.048868896,NA,NA,5.739422016,5.081023086,NA,NA,1.03E-100,21,694,4.508368822,4.748856441,NA,NA,5.351583173,4.580199067,NA,NA
Q21228,,-0.454702328,NA,NA,NA,NA,NA,NA,NA,6.101368963,NA,NA,NA,NA,5.940451734,NA,NA,2.45E-30,25,208,5.706430705,NA,NA,NA,NA,5.439627715,NA,NA
Q21229,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.060773363,NA,NA,NA,1.91E-07,9.7,319,NA,NA,NA,NA,4.67293452,NA,NA,NA
Q21230,K04G2.1,-1.50299247,-1.692248636,-1.856587375,-1.813565733,0.787592526,0.811675042,0.765425106,0.720445503,6.185457157,5.969425232,5.151093923,5.127946643,5.886400473,6.741238291,6.07272769,6.056180423,2.51E-231,73.6,250,5.790518899,5.669412777,5.469059707,5.830120767,5.498561629,6.240414272,6.331655212,6.321249355
Q21233;Q8MQ11,nuo-4,-0.412727339,-0.264236151,NA,NA,0.42253975,0.246754899,0.669785823,0.554103827,5.746089043,5.924372339,4.52579607,4.403137687,6.420269384,6.184464289,5.233021507,5.22940024,2.40E-228,44,436,5.351150785,5.624359884,4.843761853,5.105311811,6.032430541,5.68364027,5.491949029,5.494469172
Q21243,acdh-8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.57E-115,28.9,412,NA,NA,NA,NA,NA,NA,NA,NA
Q21246,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.50E-64,13.3,218,NA,NA,NA,NA,NA,NA,NA,NA
Q21253,gsnl-1,1.031385732,0.615176541,0.791432799,NA,0.09200184,-0.131852846,NA,NA,5.839842425,5.570321066,4.656088615,3.64426129,5.940670851,5.266772464,4.627601377,4.366553693,2.26E-141,42.3,475,5.444904167,5.270308611,4.974054399,4.346435415,5.552832008,4.765948444,4.886528899,4.631622625
Q21265,tag-225,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.53036621,NA,NA,NA,2.08E-22,31.6,158,NA,NA,NA,NA,5.142527366,NA,NA,NA
Q21266,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.06E-41,13.8,571,NA,NA,NA,NA,NA,NA,NA,NA
Q21267,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.71E-23,34.4,154,NA,NA,NA,NA,NA,NA,NA,NA
Q21268,K07C11.7,-1.119688175,-1.690908713,NA,0.158300556,1.367136214,1.085711031,1.323335409,1.370265706,6.158754387,6.070296518,NA,5.072690955,7.141512483,7.067256889,5.945281434,5.932580296,3.36E-124,39,290,5.763816129,5.770284063,NA,5.77486508,6.753673639,6.56643287,6.204208956,6.197649227
Q21269,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.27E-12,12.9,132,NA,NA,NA,NA,NA,NA,NA,NA
Q21270,cogc-6,NA,NA,NA,NA,1.343293133,NA,NA,NA,NA,NA,3.726025905,NA,5.013763855,4.842671634,3.683911163,NA,8.68E-92,29.4,642,NA,NA,4.043991689,NA,4.625925011,4.341847614,3.942838685,NA
Q21274,,-2.109962253,-1.932287992,NA,NA,0.915935735,0.445499554,0.524769817,0.664333818,5.310289624,4.856390504,NA,3.803156556,6.502959419,6.432520341,4.960270947,5.021933166,2.62E-141,59.5,301,4.915351366,4.556378049,NA,4.505330681,6.115120575,5.931696322,5.219198469,5.287002098
Q21275,,-1.840966704,-1.491853096,NA,NA,0.967870938,0.759038511,NA,0.879940079,4.550338442,4.825555932,4.034427905,4.313107595,6.227963791,6.178976947,4.337419324,4.748947378,3.05E-117,34.1,493,4.155400184,4.525543477,4.352393689,5.01528172,5.840124948,5.678152928,4.596346847,5.01401631
Q21276,K07C5.4,0.204366026,-0.249870047,-0.202887833,0.323895107,0.853214459,0.5071111,0.521991176,0.800550652,6.7663831,6.636327388,6.184577875,5.923679132,6.925250192,7.070111783,6.331771356,6.491571786,0,69.5,486,6.371444842,6.336314933,6.502543659,6.625853256,6.537411349,6.569287763,6.590698879,6.756640717
Q21278,K07C5.6,0.629143838,NA,NA,NA,NA,NA,NA,NA,5.474798819,NA,3.697551892,NA,4.667041813,4.572720618,3.99237676,NA,1.26E-60,29.4,647,5.079860561,NA,4.015517675,NA,4.279202969,4.071896599,4.251304282,NA
Q21279,ttll-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.37E-23,12.7,513,NA,NA,NA,NA,NA,NA,NA,NA
Q21281,mup-4,-0.259905175,-0.21200896,-0.07751647,-0.311735602,-0.182819402,-0.129348967,-0.337996464,-0.236706902,6.400865961,6.391429145,5.845339937,5.538498329,6.602407288,6.587823171,5.878590726,5.827427434,0,29.7,2104,6.005927703,6.09141669,6.16330572,6.240672453,6.214568444,6.086999152,6.137518248,6.092496365
Q21284,,-1.036819795,-1.76608626,-1.544683205,-1.531069493,0.029617507,-0.378844514,-0.181929438,-0.117163075,5.334795423,5.53200231,4.961767442,4.142952307,5.99154946,5.739849129,5.218955418,5.169762577,0,50.9,640,4.939857164,5.231989854,5.279733226,4.845126432,5.603710617,5.23902511,5.47788294,5.434831509
Q21285,dao-3,NA,-0.086376168,NA,NA,NA,NA,NA,NA,4.710007296,4.744011187,NA,NA,NA,NA,4.073351702,NA,8.19E-190,36.6,303,4.315069038,4.443998732,NA,NA,NA,NA,4.332279225,NA
Q21286-2;Q21286,K07E3.7/K07E3.6,2.066246092,NA,NA,NA,NA,NA,NA,NA,6.005866602,NA,NA,NA,NA,NA,NA,NA,7.70E-12,8.9,1174,5.610928344,NA,NA,NA,NA,NA,NA,NA
Q21287,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.06E-05,3.9,750,NA,NA,NA,NA,NA,NA,NA,NA
Q21288,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.52E-34,8.8,1061,NA,NA,NA,NA,NA,NA,NA,NA
Q21289;O01829,ssp-10;ssp-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.14E-104,83.5,109,NA,NA,NA,NA,NA,NA,NA,NA
Q21294,ssq-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.93E-170,24.5,290,NA,NA,NA,NA,NA,NA,NA,NA
Q21298,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.129818744,NA,NA,NA,4.807000287,2.39E-24,23.2,422,NA,NA,NA,3.831992868,NA,NA,NA,5.072069218
Q21301,crml-1,NA,-1.427284346,NA,NA,0.889716946,0.61393956,NA,NA,4.026369812,4.595308795,3.738090528,NA,5.134941711,5.635413369,NA,NA,1.05E-60,18.2,998,3.631431553,4.29529634,4.056056312,NA,4.747102867,5.13458935,NA,NA
Q21302,xpa-1,NA,NA,NA,NA,NA,NA,NA,NA,4.572697385,NA,NA,NA,NA,NA,NA,NA,2.69E-20,19.1,241,4.177759127,NA,NA,NA,NA,NA,NA,NA
Q21304,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.19E-06,4.3,348,NA,NA,NA,NA,NA,NA,NA,NA
Q8IG08;Q21305,sox-2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.97E-05,6.5,199,NA,NA,NA,NA,NA,NA,NA,NA
Q21306,coh-1,-0.321697245,-0.743558052,NA,NA,0.949588855,0.084915129,0.753166312,NA,5.131297797,4.876212065,NA,NA,5.98676278,5.311075408,5.107820267,NA,6.82E-55,20.1,652,4.736359538,4.57619961,NA,NA,5.598923936,4.810251389,5.366747789,NA
Q21307;Q7Z1P1,mek-1,NA,NA,-1.627746899,-1.752320428,0.85185984,0.361397851,NA,NA,5.641573253,5.225825991,4.949848458,4.970783741,6.55252221,6.577514778,5.465605891,5.494405076,1.07E-157,29.7,347,5.246634995,4.925813536,5.267814241,5.672957865,6.164683367,6.076690758,5.724533413,5.759474008
Q21322,rnp-2,NA,NA,NA,NA,0.914575344,1.195450755,NA,NA,4.790510348,4.495710808,NA,NA,5.756826213,5.490365879,4.580890778,4.850523709,2.89E-83,65.5,206,4.395572089,4.195698353,NA,NA,5.36898737,4.989541859,4.8398183,5.115592641
Q21323,rnp-3,-0.609471311,NA,NA,NA,NA,0.572265117,NA,0.133400568,6.032376971,NA,4.787587981,NA,NA,6.469468548,5.254257967,5.180699201,7.00E-95,44.7,217,5.637438713,NA,5.105553765,NA,NA,5.968644529,5.513185489,5.445768133
Q21324,dnj-15,NA,NA,NA,NA,NA,NA,NA,NA,4.60859021,4.715911464,NA,NA,NA,5.078456818,NA,NA,2.42E-39,45,211,4.213651952,4.415899009,NA,NA,NA,4.577632799,NA,NA
Q21327,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.85E-24,5.7,334,NA,NA,NA,NA,NA,NA,NA,NA
Q5CZ41;Q5CZ40;Q21330;Q5CZ42,,NA,-2.191436315,NA,NA,NA,0.436217081,NA,NA,NA,6.192316505,NA,NA,NA,7.000737674,4.13776542,NA,7.44E-17,9.5,431,NA,5.89230405,NA,NA,NA,6.499913654,4.396692942,NA
Q21334,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.23E-09,9.2,282,NA,NA,NA,NA,NA,NA,NA,NA
Q21336,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.44E-28,25.6,234,NA,NA,NA,NA,NA,NA,NA,NA
Q21338,spt-5,0.197815057,-0.095316842,-0.164013889,-0.247319935,0.587012584,0.242823102,0.227573776,0.775144735,6.247727833,5.982144545,5.043951418,4.646776099,6.226831811,6.156761098,5.886721911,5.603328448,8.09E-250,33.3,1208,5.852789575,5.68213209,5.361917202,5.348950224,5.838992967,5.655937079,6.145649434,5.86839738
Q21342,eak-7,NA,NA,NA,NA,0.644216909,0.640726234,NA,NA,NA,NA,NA,NA,6.036987998,5.712110707,NA,NA,3.71E-103,48.6,399,NA,NA,NA,NA,5.649149154,5.211286688,NA,NA
Q21344,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.30E-06,1.8,1221,NA,NA,NA,NA,NA,NA,NA,NA
Q21347;Q2EEN9,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.27E-11,20.5,176,NA,NA,NA,NA,NA,NA,NA,NA
Q21350,,NA,NA,NA,NA,NA,0.538282865,NA,NA,4.280692164,NA,NA,NA,4.721414873,5.28992324,NA,NA,3.59E-28,14.9,850,3.885753906,NA,NA,NA,4.333576029,4.78909922,NA,NA
Q21351,,-0.280718814,-0.967168608,-1.330271553,-0.836004895,0.445185246,-0.040682059,0.107647835,0.252672759,6.784595898,6.371529632,5.870608713,5.69871804,7.046378088,6.833217257,5.958473097,5.955500141,0,43.6,473,6.38965764,6.071517177,6.188574497,6.400892165,6.658539244,6.332393237,6.217400619,6.220569072
Q21352,,NA,NA,NA,NA,NA,NA,NA,NA,5.640183192,5.457972681,4.371326514,NA,NA,5.764721461,NA,NA,4.17E-58,29.1,182,5.245244934,5.157960225,4.689292298,NA,NA,5.263897442,NA,NA
Q21353,glt-3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.77E-05,3,532,NA,NA,NA,NA,NA,NA,NA,NA
Q21354,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.59E-26,13,215,NA,NA,NA,NA,NA,NA,NA,NA
Q21355,gst-4,-2.152929727,NA,NA,NA,NA,0.507213622,NA,NA,5.603068554,5.04406915,NA,NA,NA,6.335738647,NA,NA,1.93E-87,36.2,207,5.208130296,4.744056695,NA,NA,NA,5.834914628,NA,NA
Q8I117;Q65ZB7;Q21360,mak-1,NA,NA,NA,NA,NA,NA,NA,NA,4.65337655,NA,NA,NA,NA,NA,NA,NA,6.66E-25,6.2,336,4.258438291,NA,NA,NA,NA,NA,NA,NA
Q21392,,NA,NA,NA,NA,NA,NA,NA,NA,4.572174314,NA,3.948183042,NA,NA,NA,NA,NA,6.82E-148,51.9,210,4.177236055,NA,4.266148826,NA,NA,NA,NA,NA
Q21407;G4S033,K10B3.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.01E-12,7,757,NA,NA,NA,NA,NA,NA,NA,NA
Q21408;G4S034,spc-1,-0.657731457,-0.907736729,-0.592923408,-0.504264441,1.345197874,0.889396216,0.929363374,1.146339624,5.671450554,5.343881038,4.815969366,5.095692283,6.439522163,6.339809065,5.582551953,5.442902882,0,59.9,2427,5.276512296,5.043868583,5.13393515,5.797866407,6.051683319,5.838985046,5.841479476,5.707971814
Q21417,taf-11.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.60E-36,9.2,327,NA,NA,NA,NA,NA,NA,NA,NA
Q21418,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.09E-109,9.1,922,NA,NA,NA,NA,NA,NA,NA,NA
Q21430;E3W735,pix-1,-0.436588294,-1.073751695,NA,NA,0.860111444,0.296332259,0.682140265,NA,5.053616174,5.113140837,4.248488226,4.246818521,5.919820467,5.511094233,4.595606435,4.279552881,1.54E-102,29.4,646,4.658677916,4.813128382,4.566454009,4.948992646,5.531981624,5.010270214,4.854533957,4.544621813
Q21432;Q21432-2,nas-11,-1.19105724,-1.291249913,-1.439463568,-1.148022983,0.035978496,0.060096436,-0.022474347,0.081735904,6.089162999,6.171521687,6.003805074,4.902051869,6.648281929,6.810810296,5.917158776,6.308051921,0,54.6,579,5.694224741,5.871509232,6.321770857,5.604225994,6.260443085,6.309986277,6.176086298,6.573120853
Q21433,smf-2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.55E-08,3.2,465,NA,NA,NA,NA,NA,NA,NA,NA
Q21435;Q2L6Y0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.448072189,NA,NA,NA,3.47E-12,10.3,503,NA,NA,NA,NA,4.060233345,NA,NA,NA
Q21436,npp-3,0.796460531,0.097748869,NA,NA,0.605354161,NA,NA,NA,4.822161539,4.562138157,NA,NA,5.274896445,3.995762394,NA,NA,4.19E-218,18.5,1696,4.427223281,4.262125702,NA,NA,4.887057602,3.494938374,NA,NA
Q21443,lmn-1,0.461362515,0.300288472,0.073560247,0.308412237,0.621865746,0.130175961,0.208644331,0.302475249,6.407424899,5.998128507,5.242292905,5.29307514,6.561339941,6.219924913,5.221570712,4.929255396,0,75.4,566,6.012486641,5.698116052,5.560258689,5.995249265,6.173501098,5.719100894,5.480498234,5.194324327
Q21444,cogc-2,-0.61786266,-1.527821022,NA,NA,0.980625442,0.376975971,NA,NA,5.13817634,4.603057722,NA,4.696889099,5.672033171,5.141919874,NA,4.208736877,1.77E-123,35.4,681,4.743238081,4.303045267,NA,5.399063224,5.284194327,4.641095855,NA,4.473805809
