Uniprot ID,Gene Name,Log2 Ratio L/H AgProp.Total1,Log2 Ratio L/H AgProp.Insoluble1,Log2 Ratio L/H AgProp.Soluble1,Log2 Ratio L/H AgProp.Total2,Log2 Ratio L/H AgProp.Insoluble2,Log2 Ratio L/H AgProp.Soluble2,Log2 Ratio L/H AgProp.Total3,Log2 Ratio L/H AgProp.Insoluble3,Log2 Ratio L/H AgProp.Soluble3,log abs.LFQ AgProp.Total1,log abs.LFQ AgProp.Insoluble1,log abs.LFQ AgProp.Soluble1,log abs.LFQ AgProp.Total2,log abs.LFQ AgProp.Insoluble2,log abs.LFQ AgProp.Soluble2,log abs.LFQ AgProp.Total3,log abs.LFQ AgProp.Insoluble3,log abs.LFQ AgProp.Soluble3,Posterior Error Probability,Sequence Coverage (%),Sequence Length (Amino Acids),log abs.LFQ AgProp.Total1 Corrected,log abs.LFQ AgProp.Insoluble1 Corrected,log abs.LFQ AgProp.Soluble1 Corrected,log abs.LFQ AgProp.Total2 Corrected,log abs.LFQ AgProp.Insoluble2 Corrected,log abs.LFQ AgProp.Soluble2 Corrected,log abs.LFQ AgProp.Total3 Corrected,log abs.LFQ AgProp.Insoluble3 Corrected,log abs.LFQ AgProp.Soluble3 Corrected,log2 Aggregation Propensity 1,log2 Aggregation Propensity 2,log2 Aggregation Propensity 3,log2 Median Aggregation Propensity,Median Aggregation Propensity Percentage
P55853,smo-1,0.454921238,NA,0.331535905,NA,NA,-0.084064265,0.51622291,NA,0.215630033,8.048830087,NA,8.040285799,NA,NA,7.490548382,7.813440871,NA,7.848976908,6.50E-43,63.7,91,8.009165334,NA,7.917819549,NA,NA,7.599907557,7.840762295,NA,7.769428117,NA,NA,NA,NA,NA
P55954,cco-2,0.485458567,NA,0.383830534,0.664516744,-5.916142206,0.755405162,0.559069057,-5.741628775,0.568558893,8.290924559,5.728450381,8.455423534,7.895952658,5.722809861,8.107277823,8.322797968,5.806909586,8.388882371,6.60E-144,47.1,174,8.251259807,6.043876982,8.332957283,8.117715108,5.954797163,8.216636999,8.350119393,6.116286838,8.309333579,NA,-6.58065895,-6.300697832,-6.440678391,1.151231361
P55955,ttr-16,0.529218477,-2.966836491,0.497445347,0.339929353,-2.565353457,0.167231481,0.488673656,-4.439955517,0.707406697,8.876558443,6.851335895,8.890705983,8.600972896,7.241743612,8.648652695,8.770402763,6.062045858,8.933988108,1.42E-197,72.7,132,8.836893691,7.166762496,8.768239733,8.822735345,7.473730914,8.758011871,8.797724188,6.371423109,8.854439316,-3.496054968,-2.90528281,-4.928629174,-3.496054968,8.863037528
P55956,asp-3,0.941087845,NA,0.809347216,2.223373788,NA,2.48851172,0.81466624,NA,0.839725169,7.016113666,4.897567845,7.317729134,7.586868492,NA,7.657141938,7.1897429,4.967255166,7.194014546,0,51.3,398,6.976448914,5.212994446,7.195262883,7.808630942,NA,7.766501114,7.217064325,5.276632417,7.114465755,NA,NA,NA,NA,NA
P58798,arx-6,-0.925999419,-3.468583317,0.1143944,NA,NA,NA,NA,NA,NA,6.647294929,5.339981537,6.660742189,NA,4.787715863,NA,6.561101384,5.240556657,6.486118638,1.05E-38,37.3,169,6.607630176,5.655408138,6.538275939,NA,5.019703165,NA,6.588422808,5.549933909,6.406569847,-2.542583898,NA,NA,-2.542583898,17.16350497
P61866;P61866-2,rpl-12,0.43883519,-4.847345543,-0.103665483,0.951931255,-4.274485318,0.480136079,0.075079209,-5.09051473,-0.125651102,8.569221704,7.052200038,8.453944862,8.521412701,7.222587137,8.561721362,8.493917895,6.958765148,8.521425774,0,80,165,8.529556952,7.367626639,8.331478612,8.74317515,7.454574438,8.671080537,8.521239319,7.2681424,8.441876982,-5.286180733,-5.226416572,-5.165593939,-5.226416572,2.671110422
P62784,his-1,0.480095832,-3.104554725,0.058067382,-0.898788797,-4.266711594,-1.416353358,0.18449015,-3.368768349,-0.040962548,8.724922732,7.78371874,8.79023589,8.227912402,7.302092411,8.119420863,8.777136713,7.422233813,8.782106975,3.28E-130,77.7,103,8.68525798,8.099145341,8.667769639,8.449674851,7.534079713,8.228780039,8.804458137,7.731611064,8.702558183,-3.584650557,-3.367922796,-3.553258499,-3.553258499,8.518489835
P80361,ppp-1,0.528864576,NA,0.204316159,0.421148213,-0.140909507,0.407287038,0.706582427,NA,0.423003894,6.212613697,5.0567064,6.050418427,6.258062312,6.453861618,6.466422722,6.216719967,4.753857596,6.272815934,4.14E-30,22,404,6.172948945,5.372133001,5.927952177,6.479824761,6.685848919,6.575781898,6.244041392,5.063234847,6.193267142,NA,-0.56205772,NA,-0.56205772,67.73353891
P81299-2;P81299-5;P81299-4;P81299-3;P81299,cdc-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.21E-26,8.9,693,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P83351,snap-29,0.501524447,NA,0.447878731,-0.22342255,NA,-0.090988888,1.004884569,NA,0.978150763,6.824158389,NA,7.179436883,6.689823668,4.937154927,6.630610911,6.866647624,4.741658549,6.850548217,5.65E-111,56.3,277,6.784493636,NA,7.056970633,6.911586117,5.169142229,6.739970087,6.893969049,5.051035801,6.770999425,NA,NA,NA,NA,NA
P83386,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.33E-09,6.7,270,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P83388,T19B4.1,NA,NA,1.243284106,0.678787659,NA,0.714538595,1.634061156,NA,1.596099703,6.700080378,NA,6.957434876,6.828182813,4.748650253,6.425860145,7.133059643,NA,7.239399593,2.70E-76,24.3,663,6.660415625,NA,6.834968626,7.049945262,4.980637555,6.535219321,7.160381067,NA,7.159850801,NA,NA,NA,NA,NA
P83528,syx-6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00056387,9.8,122,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P90731,acly-2,0.465161464,-3.054084393,0.044999728,0.419912418,-2.924384975,0.018191176,0.467074668,-3.349223719,0.191112514,7.575649615,6.136739862,7.536053155,7.133762385,6.288385645,7.332135358,7.471716994,6.29084859,7.372175286,0,43,1099,7.535984863,6.452166463,7.413586905,7.355524834,6.520372947,7.441494534,7.499038418,6.600225841,7.292626494,-3.519245857,-3.344297393,-3.816298387,-3.519245857,8.721705837
P90732,clec-41,1.603752812,NA,1.726376695,2.497038071,-2.942627102,NA,1.541156071,NA,1.632807884,7.163578765,NA,7.270072963,7.038898212,5.675496484,6.023746163,6.933745358,5.118646136,7.169027506,1.02E-12,6.4,545,7.123914013,NA,7.147606713,7.260660661,5.907483786,6.133105339,6.961066783,5.428023388,7.089478714,NA,-5.439665172,NA,-5.439665172,2.304080332
P90735,eat-6,0.708255008,-5.429682909,0.529176837,0.878905004,-5.173247387,0.79859197,0.736725165,-5.491885156,0.644938617,8.115677065,5.921780066,8.197197827,7.78396072,5.980996057,7.924646213,8.065729059,6.035639597,8.049024098,0,50.8,996,8.076012313,6.237206667,8.074731577,8.005723169,6.212983359,8.034005389,8.093050484,6.345016848,7.969475306,-6.137937917,-6.052152391,-6.228610321,-6.137937917,1.420026913
P90747,C10C6.6,0.654263005,-2.681404286,0.432084678,0.475575194,NA,0.322469207,0.75640403,NA,0.6994428,6.243980066,4.507393206,6.490632588,6.042929733,4.89480991,6.419261644,6.404765318,4.552044021,6.468376873,8.21E-171,29.2,1178,6.204315314,4.822819807,6.368166338,6.264692183,5.126797212,6.52862082,6.432086743,4.861421273,6.388828081,-3.335667291,NA,NA,-3.335667291,9.905219181
P90761;P90761-3;P90761-2,unc-41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.21E-13,3.1,1693,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P90770,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.07E-30,7.1,905,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P90778,,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.698526798,NA,5.750732041,NA,NA,NA,5.688571087,NA,5.739762158,3.61E-206,46.4,250,5.658862046,NA,5.628265791,NA,NA,NA,5.715892511,NA,5.660213367,NA,NA,NA,NA,NA
P90779,,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.267077817,NA,6.280896918,NA,NA,NA,NA,NA,NA,7.24E-110,37.6,250,6.227413065,NA,6.158430668,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P90780,sdz-8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.60E-66,28.4,250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P90781,,NA,NA,NA,2.220143571,NA,NA,NA,NA,NA,NA,NA,5.891765974,6.374620054,NA,NA,NA,NA,NA,7.86E-222,59.8,251,NA,NA,5.769299723,6.596382504,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P90783,C55A6.9,0.567810235,NA,0.159734175,-0.482332021,NA,-0.618802465,-0.185232254,NA,-0.917164388,6.411181824,5.001773605,6.309736599,6.063821056,4.535180749,5.396286546,6.169645049,4.776616717,5.508772048,6.98E-83,40,425,6.371517072,5.317200206,6.187270349,6.285583506,4.76716805,5.505645722,6.196966474,5.085993969,5.429223256,NA,NA,NA,NA,NA
P90786,prg-1,0.185359347,-1.86809408,0.521349117,0.508547067,NA,0.163752669,0.724587624,NA,0.525641837,5.928093585,4.699567973,6.172427777,5.502563669,4.712348247,5.922611292,6.01978073,4.604415082,6.037665493,0,48.9,824,5.888428833,5.014994574,6.049961527,5.724326118,4.944335549,6.031970467,6.047102155,4.913792333,5.958116702,-2.053453427,NA,NA,-2.053453427,24.09067251
P90787,mans-1,0.387411593,NA,0.419854516,0.402244781,NA,NA,0.661592701,NA,0.625288776,6.387015887,NA,6.474536766,6.234795588,4.91899771,NA,6.202379321,3.874528723,6.061490177,4.21E-150,28.9,540,6.347351135,NA,6.352070516,6.456558037,5.150985011,NA,6.229700746,4.183905974,5.981941385,NA,NA,NA,NA,NA
P90788;Q7YTG7,,1.337120033,-0.570754355,0.043660786,0.476036654,-0.784168921,NA,NA,-0.137634672,0.17187215,6.578616291,5.878896565,6.156488576,6.582915199,6.121782303,NA,5.403789472,6.033978886,6.777209258,5.01E-160,48,586,6.538951539,6.194323166,6.034022326,6.804677649,6.353769605,NA,5.431110896,6.343356137,6.697660466,-1.907874388,-1.260205575,NA,-1.584039981,33.35465487
P90789,D2030.4,0.753579751,NA,0.372916175,1.03513564,NA,0.102511723,1.005521648,NA,0.461302925,7.289031235,NA,7.112336836,7.104794286,5.288151364,7.118958778,7.234188148,5.540634748,7.299376533,1.97E-131,89.4,123,7.249366483,NA,6.989870586,7.326556736,5.520138665,7.228317953,7.261509572,5.850012,7.219827741,NA,NA,NA,NA,NA
P90790,,0.772258924,NA,0.549556771,NA,NA,NA,NA,NA,NA,5.656347394,NA,5.837992245,5.135100834,NA,NA,5.323953008,NA,5.619625433,3.02E-33,16.1,508,5.616682642,NA,5.715525995,5.356863283,NA,NA,5.351274432,NA,5.540076641,NA,NA,NA,NA,NA
P90792,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.30E-49,17.1,428,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P90793,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.16E-16,3.3,511,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P90795,T25G3.4,0.503384262,-3.587364991,0.484287548,0.845287186,-4.080231272,0.835059294,0.645322171,-3.645355813,0.572973167,7.312494707,5.439479814,7.518421807,7.234972598,5.445312064,6.991469744,7.086573366,5.465281728,7.206744944,0,42.8,722,7.272829955,5.754906415,7.395955557,7.456735048,5.677299366,7.10082892,7.11389479,5.77465898,7.127196152,-4.090749253,-4.925518458,-4.290677984,-4.290677984,5.109486134
P90815,F08B4.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.702120215,NA,6.702671744,NA,NA,NA,6.806607272,NA,6.522026693,7.82E-24,19.7,142,6.662455463,NA,6.580205494,NA,NA,NA,6.833928697,NA,6.442477901,NA,NA,NA,NA,NA
P90829,F10C2.4,1.09157135,-2.180243359,0.452313278,-0.119820952,-3.180529813,-0.081748651,0.773738106,-3.378234155,0.444792457,6.469615861,5.295230227,6.353069503,5.835417863,5.318887238,5.912455885,6.271027994,5.333879027,6.303606391,3.64E-301,44.3,1081,6.429951109,5.610656828,6.230603252,6.057180312,5.550874539,6.021815061,6.298349419,5.643256279,6.224057599,-3.271814708,-3.060708861,-4.151972261,-3.271814708,10.35346292
P90830,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.09E-21,6.3,781,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P90831,dars-2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.50E-08,4.2,593,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P90838,F16A11.2,NA,NA,0.49506441,NA,NA,NA,0.708184297,NA,0.701740533,5.532359386,NA,6.239124224,NA,4.373736747,NA,6.205583259,NA,6.043794392,8.41E-95,30.3,505,5.492694634,NA,6.116657974,NA,4.605724048,NA,6.232904683,NA,5.9642456,NA,NA,NA,NA,NA
P90841,smgl-1,0.507008586,-2.322476215,-0.413594082,0.484166462,-1.890407779,NA,0.051414103,-2.152183419,0.322703752,5.391922621,4.187486296,5.19114349,5.44409166,4.776305283,4.862781142,5.605046332,4.665836955,5.620281837,1.58E-118,13.3,1615,5.352257869,4.502912897,5.06867724,5.665854109,5.008292585,4.972140317,5.632367757,4.975214207,5.540733045,-2.8294848,-2.374574242,-2.203597522,-2.374574242,19.28332524
P90847,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.388811413,NA,NA,NA,NA,NA,5.63E-26,14.5,408,NA,NA,NA,4.610573863,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P90849,cco-1,0.434597796,-5.443142475,0.273482636,0.849752291,NA,0.679318932,0.335462548,-5.30932173,0.460985155,8.232589563,6.021976055,8.023087767,6.88837609,5.814615658,7.986391,8.122609024,5.694666271,8.319772091,8.47E-52,32.6,132,8.192924811,6.337402656,7.900621517,7.110138539,6.046602959,8.095750176,8.149930448,6.004043522,8.2402233,-5.877740271,NA,-5.644784278,-5.761262274,1.843687208
P90850,F26E4.3,1.16291254,0.328471105,NA,0.19272752,0.512781222,NA,0.80740181,0.497547184,NA,6.369716678,6.794772823,NA,6.16870368,6.822747634,NA,6.477642096,6.360351191,5.451141421,2.90E-157,37.2,452,6.330051925,7.110199424,NA,6.390466129,7.054734935,NA,6.50496352,6.669728443,5.371592629,-0.834441435,0.320053702,-0.309854626,-0.309854626,80.6723045
P90860,,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.219374925,5.707832705,7.371086342,7.017742664,5.909142138,7.290235009,7.104964846,NA,7.487915731,2.46E-136,55.7,167,7.179710173,6.023259306,7.248620092,7.239505113,6.14112944,7.399594184,7.13228627,NA,7.40836694,NA,NA,NA,NA,NA
P90861,phip-1,0.538429533,NA,0.129828639,-0.220825216,NA,-0.113967146,0.402759659,NA,0.968463647,7.187548921,NA,6.961791155,6.991088675,NA,6.82237079,7.132387781,NA,7.205339721,9.10E-39,56.9,116,7.147884169,NA,6.839324904,7.212851124,NA,6.931729966,7.159709206,NA,7.12579093,NA,NA,NA,NA,NA
P90866,cdk-8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.87E-13,7.8,588,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P90867,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.04E-15,28.1,224,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P90868,pbs-7,0.54004386,-4.475474047,0.061420617,0.531239452,-4.703820538,0.170053046,0.552833439,-4.573616894,0.092940138,7.996638615,6.051686232,7.843786975,7.635081436,6.233993914,7.652749019,8.017367284,5.966429235,8.13687904,1.31E-197,56.8,236,7.956973863,6.367112833,7.721320725,7.856843885,6.465981215,7.762108195,8.044688708,6.275806486,8.057330248,-5.015517907,-5.23505999,-5.126450333,-5.126450333,2.862758273
P90879,,0.585864467,-2.833578294,0.232768963,NA,NA,0.470089122,0.28380802,NA,0.036437098,6.104452967,5.586745877,6.72664572,5.965878729,NA,6.222508376,6.598484095,5.185534468,6.264132797,4.82E-91,42,305,6.064788215,5.902172478,6.60417947,6.187641178,NA,6.331867552,6.62580552,5.49491172,6.184584005,-3.419442761,NA,NA,-3.419442761,9.346417148
P90889,,0.232735057,NA,0.423816506,NA,NA,NA,-0.413052429,NA,0.630952357,7.227526785,NA,7.316243005,6.127331609,NA,NA,7.175076721,NA,7.292632592,1.64E-161,61.1,208,7.187862033,NA,7.193776755,6.349094059,NA,NA,7.202398146,NA,7.2130838,NA,NA,NA,NA,NA
P90893,F56F10.1,1.025118316,-5.140410574,0.994815624,2.209895259,-3.144421683,2.173840012,0.819062884,NA,1.011326219,6.872599086,4.55148672,6.970625777,7.052155067,5.001814798,6.428280615,6.635091498,4.217703733,6.735862271,6.58E-69,15.6,540,6.832934334,4.866913321,6.848159526,7.273917516,5.2338021,6.53763979,6.662412923,4.527080984,6.656313479,-6.165528891,-5.354316941,NA,-5.759922916,1.845399631
P90898,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.32E-41,9.9,666,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P90900,ifa-4,0.928072618,-1.448689552,0.420240573,0.507685315,-1.523561956,0.56079178,0.892071144,-1.253081625,0.461104311,8.108497371,7.177335878,8.032094713,7.784132095,7.360684823,7.629287245,7.912509011,7.162697473,7.863958963,0,76.1,577,8.068832619,7.492762479,7.909628463,8.005894544,7.592672125,7.738646421,7.939830435,7.472074724,7.784410171,-2.376762169,-2.031247271,-2.145152769,-2.145152769,22.60709041
P90901-4;P90901-2;P90901;G5ECT5;P90901-3,ifa-1,0.333425176,-3.224920075,0.232633346,0.420530183,-3.518031493,0.398588723,0.371926346,-3.346673285,0.25459915,7.957468406,6.744535795,7.918439262,7.729958111,6.551527381,7.419178939,7.831601055,6.428123221,7.863400193,0,84.1,567,7.917803653,7.059962396,7.795973012,7.95172056,6.783514682,7.528538114,7.85892248,6.737500473,7.783851402,-3.558345251,-3.938561676,-3.718599631,-3.718599631,7.596087683
P90902;Q95ZS1,gfi-2,0.72425391,NA,NA,NA,NA,NA,NA,NA,NA,5.761987944,NA,5.713381326,5.634910341,NA,NA,NA,NA,5.903122558,7.16E-48,13.7,476,5.722323192,NA,5.590915075,5.85667279,NA,NA,NA,NA,5.823573766,NA,NA,NA,NA,NA
P90904,,-0.16542962,NA,NA,NA,NA,NA,NA,NA,NA,5.554089207,NA,NA,5.700141019,5.170700011,5.624178926,5.834751227,NA,NA,5.06E-80,29.6,423,5.514424455,NA,NA,5.921903468,5.402687313,5.733538101,5.862072651,NA,NA,NA,NA,NA,NA,NA
P90908,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.72E-06,8.2,183,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P90911,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.14E-34,32,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q8I4H6;P90914,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.038182866,5.282622113,NA,NA,NA,NA,5.361463402,1.82E-34,26,457,NA,NA,4.915716616,5.504384562,NA,NA,NA,NA,5.281914611,NA,NA,NA,NA,NA
P90915,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.33E-21,39,205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P90916,lin-53,0.329576583,-2.544584299,0.086921031,-0.837781812,-2.917469947,-0.772307975,0.270730032,-2.924841001,0.07298346,7.553105939,6.173288833,7.844551726,7.135005367,6.109597842,7.234416038,7.663446492,6.531996695,7.551730491,0,53.2,417,7.513441187,6.488715434,7.722085476,7.356767816,6.341585143,7.343775213,7.690767916,6.841373947,7.472181699,-2.874160883,-2.079688134,-3.195571033,-2.874160883,13.63927739
P90917,rba-1,0.691359537,NA,NA,NA,NA,NA,0.577314882,NA,NA,6.380156952,5.598304211,6.309800446,6.09715315,5.39957765,NA,6.489860084,5.722222156,NA,2.38E-30,30.8,412,6.340492199,5.913730812,6.187334195,6.318915599,5.631564952,NA,6.517181509,6.031599407,NA,NA,NA,NA,NA,NA
P90919,,0.53566631,-3.020608873,-0.092342769,NA,NA,-0.145612247,0.422713787,NA,0.249565,6.497731108,5.059348256,6.552534379,5.939269586,4.373404242,6.090434416,6.318939392,5.174162205,6.280669408,1.41E-70,24.3,581,6.458066356,5.374774857,6.430068129,6.161032036,4.605391544,6.199793592,6.346260816,5.483539457,6.201120616,-3.556275183,NA,NA,-3.556275183,8.500696233
P90920,egg-6,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.295171107,NA,5.265336778,5.214419939,4.766538365,NA,NA,3.944031697,5.231979027,1.09E-189,16.2,961,5.255506355,NA,5.142870528,5.436182388,4.998525667,NA,NA,4.253408948,5.152430235,NA,NA,NA,NA,NA
P90921,asg-1,0.628965342,NA,0.398912063,0.541765003,NA,0.616193427,0.441536427,NA,0.546456082,8.114777732,NA,7.904380095,7.746011108,NA,7.880316155,7.7380429,NA,8.256308749,1.41E-56,44.3,131,8.07511298,NA,7.781913845,7.967773557,NA,7.98967533,7.765364324,NA,8.176759957,NA,NA,NA,NA,NA
Q564V6;P90922,,NA,NA,-0.164786278,NA,NA,NA,NA,NA,NA,5.661689665,5.839826432,5.787488813,5.661519272,5.811562385,NA,NA,NA,5.77083729,3.67E-48,11.3,592,5.622024913,6.155253033,5.665022562,5.883281721,6.043549687,NA,NA,NA,5.691288498,NA,NA,NA,NA,NA
P90925,pah-1,1.058322735,-3.662433396,1.173189182,1.632405278,-2.891341411,1.65403597,1.17869796,-3.656496371,1.223003292,6.83696938,5.465472965,7.311944485,6.973437294,5.829935397,7.311160273,6.948672096,5.0844083,6.841816053,4.88E-169,38.9,457,6.797304628,5.780899566,7.189478235,7.195199743,6.061922699,7.420519449,6.97599352,5.393785551,6.762267261,-4.720756131,-4.523746689,-4.835194331,-4.720756131,3.792370873
P90949,pho-8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.43E-07,3.7,402,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P90961,clic-1,0.618716627,-3.933100475,0.208177596,0.651450291,-1.968053878,0.515562789,0.661661165,NA,0.503445615,7.616013141,5.589144076,7.770815205,7.576214614,6.116484717,7.308350949,7.620417162,4.912165406,7.59736605,5.78E-39,35.4,226,7.576348389,5.904570677,7.648348955,7.797977064,6.348472019,7.417710124,7.647738586,5.221542657,7.517817258,-4.551817102,-2.619504168,NA,-3.585660635,8.329301725
P90970,T24B1.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.55E-29,17.9,530,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q8MXS2;P90978-3;P90978;P90978-2,uaf-1,0.665546138,NA,0.291327164,-0.057138304,-2.112900262,-0.370164281,0.772406774,-3.08077703,0.376114414,6.84796113,5.529919966,6.720564456,6.662889988,5.886993196,6.319647288,6.675714201,5.290064511,6.8359441,1.24E-142,42.5,471,6.808296377,5.845346567,6.598098206,6.884652437,6.118980497,6.429006464,6.703035625,5.599441763,6.756395308,NA,-2.055761957,-3.853183804,-2.954472881,12.90075244
P90980;P90980-3;P90980-2,pkc-2,0.615242838,-1.07121349,0.64979698,1.023915031,-3.479877249,0.541638996,0.692594791,NA,0.803720306,6.173943437,4.481939432,6.337878378,5.726286988,4.325407884,6.02514195,5.932245396,3.896230464,6.366329551,3.30E-177,48.4,682,6.134278685,4.797366033,6.215412128,5.948049437,4.557395186,6.134501125,5.95956682,4.205607715,6.286780759,-1.686456328,-4.50379228,NA,-3.095124304,11.70239476
P90983,rps-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.63E-40,92.9,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P90984,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.75E-131,13.3,1107,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P90987,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.956077142,NA,NA,NA,NA,NA,1.96E-23,21.6,329,NA,NA,NA,6.177839591,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P90991,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.56E-09,11.9,303,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P90992,misc-1,0.522032609,NA,0.582166384,NA,-3.856388177,0.390320673,0.498484423,NA,0.447386844,6.415040157,4.600099776,6.605337375,6.181157318,5.728295759,6.381295623,6.359171206,NA,6.379178566,3.43E-44,34,306,6.375375405,4.915526377,6.482871124,6.402919767,5.960283061,6.490654799,6.38649263,NA,6.299629774,NA,NA,NA,NA,NA
P90993,mrpl-41,0.653014753,NA,0.766750007,NA,NA,NA,NA,NA,NA,6.721489102,NA,6.429687696,NA,4.776616717,NA,6.083180004,NA,6.274619619,9.93E-125,66.1,180,6.68182435,NA,6.307221446,NA,5.008604019,NA,6.110501429,NA,6.195070827,NA,NA,NA,NA,NA
P90994,djr-1.1,0.461620765,-5.367965076,0.438346377,0.031533182,-3.792855352,-0.142870845,0.425811279,-4.41839237,0.556414565,7.803928029,6.243801211,7.921067099,7.361331125,6.432201855,7.494613701,7.649052378,5.998880365,7.914549411,3.43E-146,69.5,187,7.764263277,6.559227812,7.798600849,7.583093574,6.664189156,7.603972877,7.676373803,6.308257616,7.835000619,-5.829585842,-3.824388535,-4.844203649,-4.844203649,3.4813637
P91001,csn-5,0.627538167,NA,0.182966219,0.108503042,-1.149584553,-0.065434446,0.456860504,-0.915482658,0.114769268,6.965986768,5.238316363,7.137891898,6.839968002,5.718955733,6.958879098,6.974244494,5.964952041,7.155973345,6.25E-249,54.3,368,6.926322016,5.553742964,7.015425648,7.061730451,5.950943034,7.068238274,7.001565919,6.274329293,7.076424553,NA,-1.258087595,-1.372343162,-1.315215378,40.18654968
P91011,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.327910394,NA,NA,6.19926138,NA,NA,7.38E-47,30.5,315,NA,NA,NA,6.549672843,NA,NA,6.226582805,NA,NA,NA,NA,NA,NA,NA
